learner_id,learner_profile,completed_topics,quizzes_attempted,average_quiz_score,learning_streak,study_hours,completion_percentage,revision_sessions,coach_interactions,improvement_trend,current_domain,quiz_difficulty,pass_probability,next_quiz_pass
LRN00254,Casual Learner,18,11,50.89,3,5.02,30.0,3,5,Stable,Python,Medium,0.321,0
LRN00255,Fast Learner,60,51,98.0,16,26.77,100.0,14,6,Stable,Machine Learning,Medium,0.808,1
LRN00256,Fast Learner,41,24,98.0,24,22.96,68.33,19,14,Declining,SQL,Medium,0.686,1
LRN00257,Casual Learner,9,6,45.75,6,3.06,15.0,0,1,Stable,Python,Hard,0.212,0
LRN00258,Casual Learner,14,9,43.8,8,3.94,23.33,1,3,Declining,MLOps,Easy,0.201,0
LRN00259,Consistent Learner,36,26,86.95,21,16.2,60.0,12,4,Improving,NLP,Easy,0.731,1
LRN00260,Consistent Learner,24,18,81.08,18,13.55,40.0,10,9,Improving,Machine Learning,Easy,0.643,1
LRN00261,Fast Learner,59,40,98.0,19,27.94,98.33,9,7,Improving,Machine Learning,Hard,0.834,1
LRN00262,Consistent Learner,28,23,87.05,12,22.79,46.67,7,7,Improving,Machine Learning,Easy,0.691,1
LRN00263,Struggling Learner,12,9,34.43,5,4.59,20.0,2,2,Declining,NLP,Medium,0.149,0
LRN00264,Fast Learner,38,19,98.0,19,31.67,63.33,9,5,Improving,SQL,Hard,0.771,1
LRN00265,Casual Learner,25,12,45.28,9,3.76,41.67,2,0,Declining,NLP,Hard,0.199,0
LRN00266,Casual Learner,15,13,46.09,7,4.1,25.0,0,1,Declining,NLP,Easy,0.21,0
LRN00267,Fast Learner,41,34,98.0,23,33.44,68.33,12,12,Improving,SQL,Medium,0.849,1
LRN00268,Struggling Learner,15,10,32.87,2,1.43,25.0,3,1,Declining,SQL,Medium,0.136,0
LRN00269,Casual Learner,17,13,55.2,5,10.04,28.33,3,4,Stable,Machine Learning,Medium,0.359,0
LRN00270,Consistent Learner,27,19,72.23,18,10.44,45.0,5,10,Declining,SQL,Easy,0.43,0
LRN00271,Consistent Learner,45,37,89.61,11,23.76,75.0,8,12,Improving,SQL,Easy,0.762,1
LRN00272,Casual Learner,16,10,57.02,0,11.23,26.67,5,5,Improving,SQL,Hard,0.39,0
LRN00273,Struggling Learner,9,5,30.0,0,2.23,15.0,0,0,Declining,Python,Medium,0.092,0
LRN00274,Casual Learner,15,8,55.23,5,9.45,25.0,0,0,Improving,Python,Hard,0.373,0
LRN00275,Struggling Learner,11,6,38.82,5,5.93,18.33,3,0,Declining,MLOps,Hard,0.122,0
LRN00276,Struggling Learner,10,7,36.47,4,2.22,16.67,2,1,Stable,MLOps,Medium,0.221,0
LRN00277,Casual Learner,23,17,56.2,9,6.52,38.33,0,1,Declining,SQL,Medium,0.295,0
LRN00278,Consistent Learner,30,17,93.22,17,21.18,50.0,10,8,Improving,MLOps,Medium,0.74,1
LRN00279,Consistent Learner,20,12,71.05,17,13.98,33.33,6,8,Improving,NLP,Medium,0.573,1
LRN00280,Fast Learner,48,31,98.0,27,26.38,80.0,13,13,Stable,Generative AI,Medium,0.793,1
LRN00281,Fast Learner,37,23,98.0,16,31.59,61.67,12,5,Improving,SQL,Hard,0.767,1
LRN00282,Fast Learner,37,24,98.0,30,23.75,61.67,19,5,Improving,NLP,Easy,0.851,1
LRN00283,Consistent Learner,26,16,83.07,18,16.14,43.33,15,7,Improving,Generative AI,Hard,0.63,1
LRN00284,Consistent Learner,33,16,75.88,25,11.31,55.0,8,4,Improving,Python,Medium,0.656,1
LRN00285,Casual Learner,20,15,54.78,10,7.4,33.33,2,0,Stable,NLP,Medium,0.37,0
LRN00286,Consistent Learner,34,19,84.89,18,13.95,56.67,14,3,Improving,MLOps,Medium,0.705,1
LRN00287,Struggling Learner,7,5,34.77,3,4.88,11.67,3,3,Stable,NLP,Hard,0.162,0
LRN00288,Consistent Learner,36,20,89.45,14,22.01,60.0,6,10,Declining,SQL,Easy,0.568,1
LRN00289,Struggling Learner,13,8,35.79,5,2.41,21.67,1,2,Declining,Python,Medium,0.148,0
LRN00290,Consistent Learner,28,19,81.49,10,17.8,46.67,14,12,Improving,SQL,Medium,0.661,1
LRN00291,Struggling Learner,3,2,43.21,4,7.47,5.0,0,2,Declining,Machine Learning,Medium,0.16,0
LRN00292,Casual Learner,6,4,49.46,6,4.55,10.0,1,4,Improving,Machine Learning,Medium,0.356,0
LRN00293,Consistent Learner,28,17,90.61,10,23.46,46.67,10,7,Stable,MLOps,Easy,0.631,1
LRN00294,Fast Learner,58,43,98.0,25,25.53,96.67,12,11,Improving,NLP,Medium,0.896,1
LRN00295,Struggling Learner,1,1,31.74,1,4.61,1.67,0,2,Declining,Generative AI,Hard,0.034,0
LRN00296,Fast Learner,41,21,98.0,22,32.23,68.33,8,12,Improving,Machine Learning,Hard,0.786,1
LRN00297,Casual Learner,8,5,49.67,3,9.13,13.33,2,3,Declining,Generative AI,Medium,0.214,0
LRN00298,Casual Learner,13,8,48.84,1,9.74,21.67,2,0,Stable,SQL,Hard,0.253,0
LRN00299,Casual Learner,13,6,58.81,8,8.86,21.67,0,5,Stable,Generative AI,Hard,0.309,0
LRN00300,Casual Learner,14,12,62.44,10,9.41,23.33,2,3,Stable,SQL,Medium,0.391,0
LRN00301,Casual Learner,17,15,54.38,0,8.26,28.33,4,5,Stable,Generative AI,Medium,0.339,0
LRN00302,Fast Learner,37,31,98.0,23,23.72,61.67,18,10,Stable,MLOps,Easy,0.75,1
LRN00303,Casual Learner,6,3,56.67,9,10.25,10.0,3,5,Improving,NLP,Hard,0.371,0
LRN00304,Consistent Learner,32,24,89.76,16,21.05,53.33,10,6,Improving,MLOps,Medium,0.728,1
LRN00305,Fast Learner,56,38,98.0,20,32.9,93.33,12,6,Stable,Generative AI,Medium,0.811,1
LRN00306,Casual Learner,15,11,50.61,3,8.89,25.0,2,1,Declining,Machine Learning,Medium,0.24,0
LRN00307,Consistent Learner,23,16,84.66,12,17.06,38.33,12,6,Improving,Machine Learning,Medium,0.656,1
LRN00308,Fast Learner,41,34,98.0,29,23.83,68.33,10,10,Improving,Machine Learning,Medium,0.839,1
LRN00309,Casual Learner,5,4,48.8,3,7.07,8.33,1,4,Declining,Python,Easy,0.19,0
LRN00310,Consistent Learner,33,23,96.13,22,24.48,55.0,5,3,Declining,Machine Learning,Medium,0.615,1
LRN00311,Fast Learner,35,21,98.0,22,28.65,58.33,11,10,Improving,Machine Learning,Easy,0.819,1
LRN00312,Consistent Learner,29,18,90.17,20,16.84,48.33,11,5,Improving,SQL,Easy,0.719,1
LRN00313,Casual Learner,5,2,45.13,2,5.06,8.33,1,5,Improving,MLOps,Medium,0.324,0
LRN00314,Struggling Learner,8,6,39.33,4,6.4,13.33,0,0,Improving,MLOps,Easy,0.316,0
LRN00315,Fast Learner,43,32,98.0,19,26.06,71.67,11,15,Improving,MLOps,Medium,0.829,1
LRN00316,Casual Learner,18,13,52.94,1,10.48,30.0,4,5,Declining,NLP,Easy,0.266,0
LRN00317,Consistent Learner,36,20,98.0,21,24.6,60.0,11,7,Stable,MLOps,Hard,0.676,1
LRN00318,Fast Learner,56,39,98.0,18,19.51,93.33,17,15,Stable,Python,Medium,0.783,1
LRN00319,Consistent Learner,27,14,86.71,19,16.85,45.0,9,10,Stable,Machine Learning,Medium,0.61,1
LRN00320,Consistent Learner,23,17,62.14,11,11.42,38.33,5,5,Improving,NLP,Hard,0.466,0
LRN00321,Casual Learner,16,10,51.67,2,10.33,26.67,0,3,Declining,MLOps,Hard,0.196,0
LRN00322,Casual Learner,10,6,42.83,0,4.02,16.67,1,0,Declining,MLOps,Medium,0.162,0
LRN00323,Casual Learner,24,16,52.27,10,3.26,40.0,5,1,Declining,NLP,Easy,0.285,0
LRN00324,Consistent Learner,42,29,98.0,17,23.02,70.0,15,8,Improving,NLP,Medium,0.821,1
LRN00325,Consistent Learner,41,21,88.77,14,19.62,68.33,13,12,Improving,NLP,Hard,0.701,1
LRN00326,Fast Learner,50,35,98.0,25,23.45,83.33,12,5,Improving,SQL,Easy,0.862,1
LRN00327,Casual Learner,7,6,60.92,7,10.71,11.67,2,0,Improving,NLP,Medium,0.437,0
LRN00328,Fast Learner,37,21,98.0,24,31.46,61.67,16,13,Declining,Machine Learning,Hard,0.638,1
LRN00329,Casual Learner,15,11,56.49,9,8.04,25.0,4,3,Stable,Python,Medium,0.365,0
LRN00330,Consistent Learner,40,25,94.66,19,24.47,66.67,13,11,Stable,NLP,Easy,0.724,1
LRN00331,Casual Learner,8,6,45.16,3,5.29,13.33,1,0,Stable,SQL,Medium,0.258,0
LRN00332,Consistent Learner,40,30,94.6,13,22.56,66.67,12,10,Improving,NLP,Easy,0.779,1
LRN00333,Casual Learner,18,13,56.76,7,10.55,30.0,4,1,Declining,Python,Medium,0.299,0
LRN00334,Struggling Learner,12,7,33.42,4,3.93,20.0,1,2,Stable,SQL,Easy,0.217,0
LRN00335,Struggling Learner,9,5,41.59,4,6.9,15.0,2,1,Stable,Machine Learning,Hard,0.206,0
LRN00336,Casual Learner,10,5,54.62,10,7.54,16.67,2,5,Stable,Generative AI,Hard,0.286,0
LRN00337,Casual Learner,22,11,46.97,6,5.57,36.67,0,4,Improving,Python,Easy,0.399,0
LRN00338,Fast Learner,44,25,98.0,19,29.62,73.33,8,9,Improving,NLP,Easy,0.837,1
LRN00339,Casual Learner,12,8,61.59,8,9.68,20.0,3,1,Stable,MLOps,Medium,0.378,1
LRN00340,Consistent Learner,45,22,97.17,20,24.64,75.0,13,3,Improving,NLP,Hard,0.785,1
LRN00341,Casual Learner,25,18,58.03,9,6.31,41.67,4,5,Declining,Machine Learning,Medium,0.32,0
LRN00342,Fast Learner,40,26,98.0,18,30.5,66.67,14,5,Improving,Generative AI,Hard,0.787,1
LRN00343,Consistent Learner,24,19,80.75,20,10.6,40.0,14,3,Stable,Machine Learning,Medium,0.567,1
LRN00344,Consistent Learner,45,23,85.87,17,20.62,75.0,7,11,Improving,Generative AI,Medium,0.748,1
LRN00345,Struggling Learner,10,8,35.71,2,3.32,16.67,1,3,Declining,Python,Easy,0.133,0
LRN00346,Consistent Learner,40,26,84.87,17,19.21,66.67,5,8,Improving,Machine Learning,Medium,0.717,1
LRN00347,Struggling Learner,11,5,41.78,4,4.6,18.33,3,3,Stable,Generative AI,Easy,0.258,0
LRN00348,Struggling Learner,0,1,31.84,1,5.39,0.0,1,3,Declining,MLOps,Medium,0.086,0
LRN00349,Struggling Learner,4,2,30.0,5,1.17,6.67,2,0,Declining,Generative AI,Easy,0.091,0
LRN00350,Struggling Learner,13,8,36.17,5,3.72,21.67,3,3,Stable,Python,Medium,0.239,0
LRN00351,Casual Learner,23,12,45.58,1,3.41,38.33,2,4,Stable,Python,Easy,0.301,0
LRN00352,Consistent Learner,41,22,73.3,15,10.46,68.33,13,6,Stable,Generative AI,Easy,0.574,1
LRN00353,Consistent Learner,45,38,87.22,21,23.01,75.0,5,11,Improving,Generative AI,Medium,0.768,1
LRN00354,Struggling Learner,9,5,35.96,5,2.47,15.0,2,1,Declining,SQL,Easy,0.138,0
LRN00355,Consistent Learner,23,17,70.31,11,12.72,38.33,13,10,Improving,Machine Learning,Easy,0.577,1
LRN00356,Consistent Learner,30,22,81.04,17,15.36,50.0,6,7,Improving,NLP,Medium,0.656,1
LRN00357,Casual Learner,9,5,51.07,5,8.09,15.0,2,3,Declining,MLOps,Medium,0.225,0
LRN00358,Casual Learner,9,6,58.12,5,9.12,15.0,3,3,Stable,Python,Easy,0.343,0
LRN00359,Casual Learner,9,7,51.5,3,11.02,15.0,2,5,Improving,Python,Hard,0.341,0
LRN00360,Casual Learner,23,16,53.5,9,6.65,38.33,1,0,Declining,NLP,Medium,0.286,0
LRN00361,Consistent Learner,44,30,80.67,19,18.84,73.33,7,10,Improving,Python,Medium,0.721,1
LRN00362,Casual Learner,24,13,56.7,8,9.16,40.0,1,3,Stable,SQL,Medium,0.39,0
LRN00363,Consistent Learner,27,17,81.56,17,21.42,45.0,6,7,Improving,Machine Learning,Medium,0.669,1
LRN00364,Struggling Learner,1,1,36.03,2,7.86,1.67,0,2,Declining,SQL,Medium,0.117,0
LRN00365,Casual Learner,7,4,55.35,6,7.65,11.67,1,4,Stable,NLP,Hard,0.266,0
LRN00366,Struggling Learner,14,7,30.0,0,2.16,23.33,2,1,Declining,Python,Medium,0.114,0
LRN00367,Consistent Learner,23,16,93.11,25,17.22,38.33,12,6,Improving,SQL,Easy,0.73,1
LRN00368,Fast Learner,55,33,98.0,19,26.71,91.67,8,7,Declining,Generative AI,Hard,0.654,1
LRN00369,Struggling Learner,9,7,36.65,1,7.63,15.0,3,3,Declining,Generative AI,Easy,0.151,0
LRN00370,Casual Learner,24,18,56.73,4,8.94,40.0,1,5,Stable,Python,Easy,0.378,0
LRN00371,Fast Learner,41,22,98.0,28,26.89,68.33,10,14,Improving,Python,Hard,0.797,1
LRN00372,Casual Learner,7,5,55.18,2,7.34,11.67,4,4,Declining,MLOps,Medium,0.231,0
LRN00373,Struggling Learner,13,9,36.42,3,2.61,21.67,3,2,Declining,MLOps,Medium,0.151,0
LRN00374,Consistent Learner,44,37,72.02,12,13.49,73.33,9,12,Improving,MLOps,Medium,0.65,1
LRN00375,Consistent Learner,36,23,68.51,16,10.11,60.0,10,9,Improving,Machine Learning,Easy,0.61,1
LRN00376,Casual Learner,24,15,56.76,10,5.48,40.0,3,1,Stable,Machine Learning,Medium,0.388,0
LRN00377,Struggling Learner,11,8,37.39,3,6.42,18.33,1,0,Declining,SQL,Easy,0.157,0
LRN00378,Casual Learner,22,12,64.94,10,8.53,36.67,5,0,Improving,Python,Hard,0.463,0
LRN00379,Casual Learner,7,5,46.81,3,3.58,11.67,2,0,Declining,NLP,Medium,0.179,0
LRN00380,Casual Learner,24,16,43.39,2,3.52,40.0,5,3,Stable,Generative AI,Easy,0.305,0
LRN00381,Casual Learner,21,10,54.42,9,9.29,35.0,1,5,Improving,SQL,Easy,0.452,0
LRN00382,Consistent Learner,41,32,79.08,16,15.93,68.33,13,3,Improving,Machine Learning,Medium,0.701,1
LRN00383,Casual Learner,16,14,56.15,4,11.67,26.67,1,4,Stable,Python,Easy,0.358,0
LRN00384,Fast Learner,37,32,98.0,25,26.55,61.67,9,13,Stable,Generative AI,Easy,0.742,1
LRN00385,Consistent Learner,35,30,97.74,20,21.55,58.33,12,10,Improving,Machine Learning,Easy,0.792,1
LRN00386,Struggling Learner,7,5,36.74,3,6.6,11.67,2,0,Stable,NLP,Medium,0.224,0
LRN00387,Fast Learner,40,24,98.0,26,26.1,66.67,11,14,Improving,SQL,Medium,0.838,1
LRN00388,Casual Learner,13,8,48.38,3,4.86,21.67,1,4,Improving,Python,Medium,0.368,0
LRN00389,Casual Learner,22,13,63.81,7,11.62,36.67,2,4,Declining,Generative AI,Hard,0.293,0
LRN00390,Struggling Learner,8,5,34.01,4,3.79,13.33,1,0,Declining,Python,Medium,0.126,0
LRN00391,Casual Learner,10,6,52.86,1,7.11,16.67,5,4,Improving,SQL,Medium,0.39,0
LRN00392,Consistent Learner,28,19,76.94,18,12.81,46.67,8,7,Improving,NLP,Medium,0.63,1
LRN00393,Casual Learner,16,11,61.73,4,10.69,26.67,3,1,Stable,Python,Medium,0.385,0
LRN00394,Casual Learner,17,9,46.44,2,4.76,28.33,3,0,Declining,MLOps,Medium,0.214,0
LRN00395,Casual Learner,14,7,46.72,9,5.26,23.33,0,3,Improving,Machine Learning,Medium,0.378,0
LRN00396,Consistent Learner,30,26,81.92,21,13.9,50.0,13,11,Improving,Python,Medium,0.683,1
LRN00397,Casual Learner,23,20,56.72,10,8.18,38.33,4,1,Stable,Generative AI,Medium,0.396,0
LRN00398,Struggling Learner,12,9,40.53,3,5.3,20.0,1,1,Declining,Generative AI,Medium,0.171,0
LRN00399,Fast Learner,40,24,98.0,25,23.84,66.67,13,15,Improving,Machine Learning,Hard,0.783,1
LRN00400,Struggling Learner,14,11,33.27,1,3.9,23.33,0,1,Declining,MLOps,Medium,0.132,0
LRN00401,Consistent Learner,23,11,82.11,25,10.96,38.33,13,3,Stable,Python,Easy,0.582,1
LRN00402,Fast Learner,47,31,98.0,22,23.26,78.33,19,9,Improving,SQL,Easy,0.861,1
LRN00403,Struggling Learner,10,5,44.26,3,7.05,16.67,2,3,Declining,Generative AI,Medium,0.189,0
LRN00404,Casual Learner,23,14,56.34,10,6.91,38.33,5,4,Stable,Python,Medium,0.392,0
LRN00405,Consistent Learner,29,19,65.52,14,10.16,48.33,10,7,Stable,NLP,Easy,0.488,1
LRN00406,Casual Learner,24,13,50.04,0,5.08,40.0,4,2,Stable,SQL,Easy,0.332,0
LRN00407,Consistent Learner,32,22,77.46,12,13.31,53.33,11,6,Improving,MLOps,Medium,0.639,1
LRN00408,Casual Learner,13,8,48.14,1,6.72,21.67,1,1,Stable,Machine Learning,Medium,0.288,0
LRN00409,Consistent Learner,24,14,61.67,10,10.74,40.0,7,4,Improving,Python,Easy,0.517,0
LRN00410,Consistent Learner,30,23,83.77,25,16.3,50.0,10,10,Improving,SQL,Easy,0.703,1
LRN00411,Fast Learner,50,27,98.0,23,21.09,83.33,14,5,Improving,NLP,Easy,0.854,1
LRN00412,Fast Learner,58,44,98.0,21,31.11,96.67,15,11,Improving,MLOps,Medium,0.908,1
LRN00413,Consistent Learner,23,19,81.74,19,13.8,38.33,8,8,Improving,Python,Easy,0.641,1
LRN00414,Fast Learner,60,30,98.0,18,22.69,100.0,14,8,Stable,NLP,Medium,0.8,1
LRN00415,Casual Learner,12,7,51.63,1,4.42,20.0,5,4,Declining,Python,Easy,0.222,0
LRN00416,Casual Learner,8,6,47.97,3,4.13,13.33,2,4,Declining,NLP,Medium,0.189,0
LRN00417,Consistent Learner,43,31,73.06,11,12.02,71.67,12,10,Improving,Generative AI,Easy,0.652,1
LRN00418,Casual Learner,13,6,58.56,9,10.81,21.67,4,1,Improving,Machine Learning,Medium,0.457,0
LRN00419,Casual Learner,21,17,48.98,2,6.41,35.0,0,4,Improving,MLOps,Easy,0.397,1
LRN00420,Casual Learner,11,8,54.0,7,7.72,18.33,4,1,Stable,Python,Easy,0.334,0
LRN00421,Fast Learner,39,27,95.24,16,21.04,65.0,11,6,Improving,NLP,Medium,0.779,1
LRN00422,Casual Learner,13,6,50.46,3,3.44,21.67,4,5,Improving,NLP,Hard,0.33,0
LRN00423,Consistent Learner,40,33,76.42,23,10.91,66.67,10,3,Improving,Python,Hard,0.63,1
LRN00424,Consistent Learner,36,20,77.75,17,11.46,60.0,13,9,Improving,MLOps,Hard,0.616,1
LRN00425,Casual Learner,8,5,60.5,9,9.9,13.33,2,5,Declining,SQL,Medium,0.281,0
LRN00426,Consistent Learner,41,29,86.73,24,12.37,68.33,10,8,Stable,NLP,Medium,0.657,1
LRN00427,Casual Learner,24,19,54.31,8,5.17,40.0,1,3,Improving,NLP,Medium,0.445,0
LRN00428,Casual Learner,14,7,59.69,8,8.36,23.33,1,2,Improving,Machine Learning,Easy,0.447,1
LRN00429,Casual Learner,13,11,58.46,8,11.27,21.67,4,4,Improving,Machine Learning,Easy,0.455,0
LRN00430,Struggling Learner,7,5,30.0,2,2.63,11.67,0,3,Improving,Machine Learning,Medium,0.252,0
LRN00431,Casual Learner,23,14,57.27,1,10.38,38.33,4,5,Stable,Python,Medium,0.382,1
LRN00432,Consistent Learner,33,28,78.31,13,16.25,55.0,8,12,Improving,Python,Medium,0.651,1
LRN00433,Consistent Learner,24,18,82.23,17,14.9,40.0,7,3,Declining,Generative AI,Medium,0.483,0
LRN00434,Consistent Learner,45,31,81.53,14,15.91,75.0,10,4,Improving,Machine Learning,Easy,0.712,1
LRN00435,Casual Learner,9,6,60.51,7,9.86,15.0,4,1,Improving,Generative AI,Hard,0.394,0
LRN00436,Consistent Learner,28,15,98.0,20,21.65,46.67,15,12,Improving,Machine Learning,Easy,0.777,1
LRN00437,Casual Learner,14,10,48.79,5,4.52,23.33,4,3,Declining,SQL,Easy,0.225,0
LRN00438,Casual Learner,7,6,45.6,0,4.01,11.67,1,4,Declining,Python,Medium,0.164,0
LRN00439,Consistent Learner,35,20,75.24,16,10.34,58.33,13,6,Improving,NLP,Medium,0.645,1
LRN00440,Casual Learner,5,3,51.79,10,6.39,8.33,4,0,Improving,MLOps,Medium,0.388,0
LRN00441,Casual Learner,5,4,51.8,10,3.6,8.33,2,5,Declining,Python,Easy,0.213,0
LRN00442,Consistent Learner,32,27,81.16,13,17.63,53.33,10,10,Improving,Generative AI,Hard,0.62,1
LRN00443,Casual Learner,6,4,53.48,8,5.23,10.0,2,2,Improving,MLOps,Medium,0.384,0
LRN00444,Consistent Learner,36,30,82.41,11,14.14,60.0,15,7,Stable,Python,Hard,0.555,1
LRN00445,Consistent Learner,30,21,88.57,14,23.46,50.0,6,9,Stable,MLOps,Easy,0.629,1
LRN00446,Fast Learner,44,24,98.0,25,33.47,73.33,15,13,Improving,MLOps,Hard,0.822,1
LRN00447,Consistent Learner,42,32,91.97,14,23.48,70.0,11,5,Improving,Python,Medium,0.777,1
LRN00448,Fast Learner,45,36,98.0,19,32.27,75.0,19,5,Improving,NLP,Medium,0.869,1
LRN00449,Casual Learner,25,13,53.05,4,11.4,41.67,1,1,Declining,Generative AI,Medium,0.293,0
LRN00450,Casual Learner,24,12,53.43,10,5.09,40.0,0,2,Improving,Generative AI,Medium,0.444,0
LRN00451,Fast Learner,47,27,98.0,19,26.35,78.33,10,8,Declining,Machine Learning,Hard,0.631,1
LRN00452,Casual Learner,11,9,51.33,1,9.82,18.33,1,3,Stable,NLP,Hard,0.256,0
LRN00453,Casual Learner,24,15,63.12,6,9.62,40.0,5,2,Stable,Generative AI,Medium,0.425,1
LRN00454,Casual Learner,21,14,45.53,7,3.98,35.0,0,1,Declining,Generative AI,Medium,0.227,0
LRN00455,Struggling Learner,6,4,32.98,3,3.04,10.0,2,2,Declining,Python,Medium,0.112,0
LRN00456,Consistent Learner,40,35,78.82,13,16.78,66.67,7,12,Improving,NLP,Medium,0.676,1
LRN00457,Consistent Learner,42,26,96.24,24,23.44,70.0,6,7,Stable,SQL,Medium,0.73,1
LRN00458,Fast Learner,49,38,98.0,17,28.78,81.67,16,11,Improving,SQL,Medium,0.866,1
LRN00459,Casual Learner,15,12,52.82,10,8.09,25.0,1,1,Declining,NLP,Medium,0.264,0
LRN00460,Struggling Learner,9,4,36.63,0,5.39,15.0,1,1,Improving,NLP,Hard,0.245,0
LRN00461,Fast Learner,50,33,98.0,30,22.04,83.33,15,11,Improving,Generative AI,Easy,0.879,1
LRN00462,Casual Learner,11,7,38.21,2,3.44,18.33,0,5,Improving,Generative AI,Hard,0.255,0
LRN00463,Struggling Learner,1,1,31.26,1,1.76,1.67,1,2,Declining,Generative AI,Easy,0.075,0
LRN00464,Casual Learner,6,5,48.96,4,3.84,10.0,2,2,Declining,Generative AI,Easy,0.189,0
LRN00465,Fast Learner,43,33,98.0,28,23.6,71.67,16,8,Improving,MLOps,Hard,0.808,1
LRN00466,Fast Learner,58,48,98.0,24,29.71,96.67,14,14,Improving,Generative AI,Medium,0.912,1
LRN00467,Casual Learner,21,17,54.97,7,9.56,35.0,3,1,Improving,SQL,Easy,0.455,0
LRN00468,Casual Learner,8,5,53.79,3,9.64,13.33,4,3,Stable,MLOps,Easy,0.319,0
LRN00469,Casual Learner,13,9,57.84,4,10.11,21.67,2,4,Improving,Machine Learning,Medium,0.433,1
LRN00470,Casual Learner,5,4,54.72,3,10.49,8.33,2,2,Stable,Python,Medium,0.311,0
LRN00471,Casual Learner,22,11,60.11,7,11.06,36.67,3,5,Stable,MLOps,Medium,0.407,0
LRN00472,Consistent Learner,41,25,74.98,21,14.98,68.33,6,5,Declining,MLOps,Medium,0.515,0
LRN00473,Casual Learner,10,7,52.95,4,8.36,16.67,5,2,Improving,SQL,Medium,0.403,1
LRN00474,Consistent Learner,36,29,80.34,13,14.53,60.0,10,3,Improving,Python,Medium,0.67,1
LRN00475,Fast Learner,45,25,98.0,24,33.7,75.0,20,10,Stable,Generative AI,Medium,0.805,1
LRN00476,Casual Learner,19,11,46.57,8,6.49,31.67,0,0,Declining,Python,Medium,0.236,0
LRN00477,Fast Learner,59,47,98.0,24,29.2,98.33,8,14,Improving,SQL,Easy,0.899,1
LRN00478,Consistent Learner,34,20,80.95,18,20.07,56.67,7,5,Improving,Generative AI,Easy,0.69,1
LRN00479,Consistent Learner,28,15,79.1,19,12.12,46.67,14,6,Stable,Generative AI,Medium,0.575,0
LRN00480,Consistent Learner,41,27,70.03,22,10.76,68.33,5,4,Improving,Generative AI,Medium,0.639,1
LRN00481,Consistent Learner,31,16,87.56,16,14.69,51.67,15,11,Stable,Generative AI,Easy,0.626,1
LRN00482,Struggling Learner,14,8,30.0,2,1.68,23.33,3,3,Declining,Generative AI,Easy,0.12,0
LRN00483,Fast Learner,56,28,98.0,25,23.62,93.33,15,12,Improving,NLP,Hard,0.841,1
LRN00484,Consistent Learner,38,23,74.66,13,11.91,63.33,11,4,Stable,Generative AI,Medium,0.564,1
LRN00485,Consistent Learner,27,17,95.37,25,18.22,45.0,11,4,Improving,NLP,Medium,0.754,1
LRN00486,Casual Learner,10,7,53.61,1,8.96,16.67,5,5,Stable,NLP,Medium,0.32,0
LRN00487,Consistent Learner,29,22,94.67,12,24.34,48.33,14,4,Stable,Machine Learning,Medium,0.671,1
LRN00488,Fast Learner,39,29,98.0,15,33.08,65.0,20,7,Improving,Generative AI,Medium,0.841,1
LRN00489,Casual Learner,15,11,57.5,10,5.7,25.0,2,3,Declining,Generative AI,Easy,0.279,0
LRN00490,Consistent Learner,24,21,81.99,11,22.79,40.0,10,11,Improving,Machine Learning,Easy,0.659,1
LRN00491,Fast Learner,48,37,98.0,27,29.94,80.0,18,10,Improving,SQL,Medium,0.898,1
LRN00492,Fast Learner,47,28,98.0,26,32.34,78.33,14,7,Improving,Python,Easy,0.882,1
LRN00493,Casual Learner,20,15,49.14,2,8.92,33.33,0,1,Stable,MLOps,Medium,0.323,0
LRN00494,Fast Learner,51,30,98.0,29,25.21,85.0,14,10,Improving,NLP,Hard,0.837,1
LRN00495,Consistent Learner,33,23,94.2,21,23.9,55.0,5,3,Improving,NLP,Hard,0.712,1
LRN00496,Casual Learner,21,11,62.58,4,11.85,35.0,3,4,Improving,NLP,Medium,0.489,1
LRN00497,Casual Learner,25,13,54.21,9,7.85,41.67,2,4,Declining,NLP,Medium,0.302,0
LRN00498,Casual Learner,15,7,54.41,4,6.79,25.0,2,1,Declining,MLOps,Medium,0.253,0
LRN00499,Casual Learner,23,18,47.53,0,4.52,38.33,5,2,Improving,Python,Easy,0.398,0
LRN00500,Casual Learner,13,6,42.4,4,4.19,21.67,2,2,Improving,Generative AI,Medium,0.344,0
LRN00501,Consistent Learner,25,20,83.9,17,13.92,41.67,12,5,Improving,Python,Hard,0.613,1
LRN00502,Casual Learner,20,15,59.42,6,9.77,33.33,3,1,Improving,Generative AI,Medium,0.47,0
LRN00503,Casual Learner,8,4,50.97,7,3.47,13.33,3,3,Declining,Generative AI,Easy,0.214,0
LRN00504,Consistent Learner,28,24,75.65,23,12.18,46.67,5,7,Improving,Generative AI,Medium,0.628,0
LRN00505,Struggling Learner,11,6,43.76,3,7.69,18.33,2,2,Stable,Generative AI,Medium,0.272,0
LRN00506,Casual Learner,23,17,54.9,8,9.93,38.33,2,5,Stable,MLOps,Easy,0.383,0
LRN00507,Consistent Learner,36,28,78.06,24,11.56,60.0,10,6,Improving,Generative AI,Easy,0.679,1
LRN00508,Casual Learner,11,9,56.2,10,11.55,18.33,0,5,Stable,NLP,Medium,0.355,0
LRN00509,Casual Learner,10,6,59.36,2,11.06,16.67,2,2,Stable,Machine Learning,Medium,0.348,0
